id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
598404279154016952,"Symphony 1BR w/ Doorman & Business Center, nr MFA",107434423,Blueground,,Fenway,42.34449,-71.08671,Entire home/apt,126,32,0,,,328,365,0,
598426987260237935,Newly Renovated Allston 2 Bdr Apt Near Harvard,36235833,Adam,,Allston,42.36079,-71.12893,Entire home/apt,362,2,2,2022-10-30,1.02,1,97,2,STR-493345
599162132685597662,Harvard Allston Campus 7-bdrm House For 20+ People,8441226,Justin,,Allston,42.36402,-71.13326,Entire home/apt,969,1,1,2022-08-28,0.26,4,103,1,STR-418699
599331415511157269,1 Bedroom Cozy Oasis in Boston,63943422,Rayna,,Roxbury,42.31402,-71.08169,Entire home/apt,122,1,16,2022-12-12,2.23,1,290,16,STR-469124
599648241854747330,"Dorchester 1BR w/ W/D, Gym & Pool, nr UMass",107434423,Blueground,,Dorchester,42.3172144,-71.0411874,Entire home/apt,166,32,1,2022-09-25,0.34,328,204,1,
599863497763260039,"Dorchester 1BR w/ W/D, Gym & Pool, nr UMass",107434423,Blueground,,Dorchester,42.3172144,-71.0411874,Entire home/apt,98,32,1,2022-07-31,0.21,328,365,1,
599863783947533150,"Dorchester 1BR w/ W/D, Gym & Pool, nr UMass",107434423,Blueground,,Dorchester,42.31634,-71.04034,Entire home/apt,168,32,1,2022-09-01,0.27,328,208,1,
600323725144022684,Sweet apartment,199782531,Elior,,Roslindale,42.27725,-71.11817,Entire home/apt,300,1,14,2022-11-07,1.96,2,340,14,STR-475731
600739282988225759,Studio Condominium in Boston,48005494,Zeus,,West End,42.36528,-71.06465,Entire home/apt,111,32,0,,,13,326,0,
600757629932957907,Sunny 1-bedroom apartment with free parking,27867762,Kristen,,Jamaica Plain,42.32354,-71.10884,Entire home/apt,110,20,2,2022-08-15,0.41,1,44,2,STR-475897
602225731262947748,Affordable 2 bed room apt in beacon hill boston,373675137,Liya,,Beacon Hill,42.36009,-71.06892,Entire home/apt,80,29,0,,,47,111,0,
602716508984845813,2 Bed with Work From Anywhere Office & Fast Wifi!,423270067,Harry And Susie,,Back Bay,42.3439,-71.08309,Entire home/apt,324,1,15,2022-10-17,1.89,31,349,15,Exempt: This listing is a unit used for furnished institutional or business stays
602880095825799604,Spacious Studio With Fast Wifi!,409684302,Justin And Mandy,,South End,42.34277,-71.08081,Entire home/apt,311,14,0,,,33,267,0,Exempt: This listing is a hotel or motel
602886384518882283,Awesome Studio with great amenities!,409684302,Justin And Mandy,,South End,42.34264,-71.08,Entire home/apt,352,14,0,,,33,295,0,Exempt: This listing is a hotel or motel
602915802064347401,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,,South End,42.34083,-71.08023,Entire home/apt,172,1,0,,,33,329,0,Exempt: This listing is a hotel or motel
602995305654647004,Spacious 2bd/1ba | Ashmont+Parking | 3D TOUR,212359760,Evonify,,Dorchester,42.28385,-71.06638,Entire home/apt,128,1,7,2022-08-06,0.86,64,342,7,Exempt: This listing is a unit that has contracts with hospitals
603796806092162118,"Ellie 1- Back Bay 2beds, Best location!",331225367,Stone,,Back Bay,42.34382,-71.08401,Entire home/apt,110,1,28,2022-10-23,4.06,61,194,28,Exempt: This listing is a unit that has contracts with hospitals
604223920210757772,"S. End Studio w/ W/D & Gym, nr SoWa District",107434423,Blueground,,South End,42.33856,-71.06907,Entire home/apt,172,32,0,,,328,233,0,
604229453601694687,"Jamaica Plain 1BR w/ Gym & W/D, nr Orange Line",107434423,Blueground,,Jamaica Plain,42.30050509999999,-71.1120983,Entire home/apt,160,32,1,2022-10-22,0.49,328,337,1,
604231971121077035,"Jamaica Plain 1BR w/ Gym & W/D, nr Orange Line",107434423,Blueground,,Jamaica Plain,42.30082,-71.11234,Entire home/apt,170,32,0,,,328,234,0,
604232269991905294,"Jamaica Plain Studio w/ Gym & W/D, nr Orange Line",107434423,Blueground,,Jamaica Plain,42.30095,-71.11238,Entire home/apt,147,32,0,,,328,233,0,
604232547651700867,"Jamaica Plain Studio w/ Gym & W/D, nr Orange Line",107434423,Blueground,,Jamaica Plain,42.30051,-71.1121,Entire home/apt,138,32,0,,,328,282,0,
604234472085817955,"Allston Studio w/ W/D & Gym, nr Green Line",107434423,Blueground,,Allston,42.34767,-71.13383,Entire home/apt,163,32,0,,,328,321,0,
604341373108909486,201 Modern 2 Bedroom 2 Bathroom Luxury Apartment,108724738,Diogo,,Roxbury,42.32465,-71.0726,Entire home/apt,266,1,36,2022-12-18,5.29,6,317,36,STR-475992
604951714437257587,"Back Bay Studio, w/ Gym, nr Newbury St.",107434423,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,189,32,0,,,328,295,0,
605673478482947865,Sleek Dorchester Studio w/ W/D & Gym,107434423,Blueground,,Dorchester,42.32519,-71.0611,Entire home/apt,191,32,0,,,328,0,0,
605673760454753951,Amazing Dorchester Studio w/ W/D & Gym,107434423,Blueground,,Dorchester,42.32519,-71.0611,Entire home/apt,240,32,0,,,328,0,0,
605814895112878033,luxurious 2-bed 2-bath apartment in Fenway heart,163848078,Adam,,Fenway,42.34518,-71.10231,Entire home/apt,299,14,0,,,40,365,0,STR-107638
606115720549620588,Affordable & Simple Chic Studio,244600805,Bay Village,,South End,42.34745,-71.0702,Entire home/apt,95,3,23,2022-11-11,2.99,21,100,23,STR-415223
606636977781961015,High-Rise 1BR Condo W/ Scenic Boston Views!,444667455,Anthony,,West End,42.36388,-71.06396,Private room,255,2,45,2022-12-01,6.03,2,344,45,Exempt: This listing is a hotel or motel
607045435809265882,Entire 2BR/1BA Apt 24/7 Chkin Blue Line Free Parkg,330367651,Adam,,East Boston,42.38825,-71.00926,Entire home/apt,216,1,90,2022-12-04,10.98,4,80,90,STR-416684
608359192793639653,"Back Bay 1BR w/ W/D & Gym, 2 blocks to T",107434423,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,148,32,0,,,328,362,0,
608359496810075683,Downtown/Financial District 1BR w/ W/D & Gym,107434423,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,236,32,0,,,328,0,0,
608658771570500261,BRAND NEW!  Easy & Quick Access to CIty!,261436898,Together We,,Dorchester,42.2865,-71.03959,Entire home/apt,342,2,29,2022-11-25,4.03,1,92,29,Exempt: This listing is a unit that has contracts with hospitals
609169499878539964,"Savin Hill 2BR w/ W/D, nr Red Line & Shops",107434423,Blueground,,Dorchester,42.30943,-71.06029,Entire home/apt,183,32,1,2022-06-10,0.15,328,343,1,
609580705394215550,Warm Retro-themed Private Room near City Square,2356643,MyBostonTrip,,Roxbury,42.33536,-71.07683,Private room,35,2,18,2022-12-11,2.50,57,344,18,STR-488469
609603178591236907,Newly renovated 2 bedroom 2 bath condo,227889113,Lee,,Dorchester,42.29598,-71.07656,Entire home/apt,303,91,0,,,2,365,0,
609993404493501490,Prime Central 1brm in North End Boston,2006852,Jay,,North End,42.36495,-71.05249,Entire home/apt,169,5,16,2022-12-06,3.75,13,349,16,STR-472277
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,Jodie,,Downtown,42.36611,-71.05918,Entire home/apt,700,9,0,,,7,180,0,STR-461702
610075682992826135,Lovely luxury 2bed + 2bath with gym and pool!,24751162,Moo,,Brighton,42.34668,-71.14492,Entire home/apt,295,28,1,2022-07-17,0.19,5,365,1,STR-460583
610187488159307972,Cheerful  Room 4 1bedroom newly renovated apt,85742085,Chris,,Dorchester,42.28761,-71.07609,Private room,80,1,27,2022-11-13,4.01,4,359,27,STR-167969
610665526579900515,Centrally located modern 2 bed condo in Southie,140147775,Angela,,South Boston,42.33406,-71.05276,Entire home/apt,290,30,0,,,2,173,0,
611575490785459373,Welcoming 1 bedroom in diverse community,34275177,Thomas,,Roslindale,42.28346,-71.12833,Private room,50,28,9,2022-10-28,1.57,1,0,9,STR-476790
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.359203,-71.066734,Entire home/apt,68,29,3,2022-11-30,0.51,8,136,3,
611786397725012132,Family-friendly House in a Great Neighborhood,27836425,Sophie,,Jamaica Plain,42.32543,-71.10734,Entire home/apt,265,2,6,2022-09-06,1.17,1,0,6,STR-476792
611835367254543088,Comfortable 2-bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.359421,-71.069969,Entire home/apt,60,29,1,2022-12-05,1,8,125,1,
611884310638250746,Studio in the Heart of Boston!,205269848,Temple Place,,Downtown,42.35532,-71.06316,Entire home/apt,201,2,27,2022-12-04,4.38,20,82,27,STR-439290
612144696053388604,"N2 Walk Everywhere, Lil Italy",3637081,Sarah,,North End,42.36718,-71.0545,Entire home/apt,128,1,48,2022-11-28,6.43,13,92,48,Exempt: This listing is a unit used for furnished institutional or business stays
612178312912696733,✤Private Deck✤Luxury Spacious Penthouse✤Sunny✤W/D✤,105384549,Laura,,Beacon Hill,42.36039,-71.069,Entire home/apt,149,32,0,,,5,364,0,
612908141225302683,Bright and Modern Luxury Studio,409684302,Justin And Mandy,,South End,42.34092,-71.08013,Entire home/apt,324,14,0,,,33,313,0,Exempt: This listing is a hotel or motel
612916199685233852,Modern Studio in South End!,409684302,Justin And Mandy,,South End,42.34091,-71.07869,Entire home/apt,475,14,0,,,33,341,0,Exempt: This listing is a hotel or motel
612919537520332335,Cozy and Cute Value Studio!,409684302,Justin And Mandy,,South End,42.34291,-71.08005,Entire home/apt,304,14,0,,,33,238,0,Exempt: This listing is a unit used for furnished institutional or business stays
612970044547812293,Upscale Apt with everything you need!,423270067,Harry And Susie,,Back Bay,42.34538,-71.0814,Entire home/apt,464,1,0,,,31,346,0,Exempt: This listing is a unit used for furnished institutional or business stays
612971562909480575,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,,Back Bay,42.34508,-71.08346,Entire home/apt,337,1,18,2022-12-02,2.26,31,333,18,Exempt: This listing is a unit used for furnished institutional or business stays
613006796957451384,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,,South End,42.34284,-71.0787,Entire home/apt,270,14,0,,,33,334,0,Exempt: This listing is a unit used for furnished institutional or business stays
613019381875296666,Outstanding Upgraded Luxury Apt!,423270067,Harry And Susie,,Back Bay,42.34473,-71.08124,Entire home/apt,345,1,0,,,31,353,0,Exempt: This listing is a unit used for furnished institutional or business stays
613037426702888009,"South End,2 bed, in unit lau,cen air, Northeastern",31340713,Kama,,Roxbury,42.33626,-71.08569,Entire home/apt,155,29,0,,,21,213,0,
614014514201121899,Thatch Quarters™ | Pvt. Room in Southie | 205 DOT,814298,Thatch,,South Boston,42.33485,-71.04614,Private room,82,1,13,2022-11-13,1.81,70,200,13,Exempt: This listing is a hotel or motel
614033255334673390,3BD 1.5BTH Bright and Spacious Apt,2356643,MyBostonTrip,,Roxbury,42.32635,-71.09085,Entire home/apt,135,2,0,,,57,280,0,STR-460218
614041853714938330,Simply Furnished 3BR/1BTH in the South End,2356643,MyBostonTrip,,Roxbury,42.33514,-71.07716,Entire home/apt,210,2,6,2022-11-08,1.35,57,333,6,STR-488469
614069285602184969,4BD 1.5BTH Sunny  Apt in Roxbury,2356643,MyBostonTrip,,Roxbury,42.32655,-71.08988,Entire home/apt,180,2,4,2022-10-30,1.11,57,314,4,STR-460218
614069307180662598,4BD 1.5BTH Comfy Newly Renovated Apt,2356643,MyBostonTrip,,Roxbury,42.32789,-71.08992,Entire home/apt,180,2,0,,,57,327,0,STR-460218
614578168426930198,Stylish 3BR/1BTH Apartment Near Historical District,2356643,MyBostonTrip,,Roxbury,42.33527,-71.07687,Entire home/apt,226,2,5,2022-10-20,0.82,57,316,5,STR-488469
614662890482582714,(T5) Stylish Studio in the South End!,331225367,Stone,,South End,42.34074,-71.07696,Entire home/apt,139,1,40,2022-12-04,5.71,61,244,40,Exempt: This listing is a unit that has contracts with hospitals
615388600646163891,"Prime Location, Modern 2 Bedroom",154733444,Sam,,Mission Hill,42.330807,-71.112587,Entire home/apt,238,3,15,2022-11-23,2.01,1,324,15,STR-475790
615627054340788049,"Theatre District 1BR w/ Gym & W/D, nr Boylston T",107434423,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,114,32,0,,,328,365,0,
616252860883053851,"Boston Studio, Ready For Long & Short Stays",205269848,Temple Place,,Downtown,42.35404,-71.06129,Private room,89,2,17,2022-12-05,2.82,20,304,17,STR-439290
616616290168209593,City Oasis | Step into Public Garden & Back Bay,258974203,Sophia,,Beacon Hill,42.35624,-71.07335,Entire home/apt,120,29,1,2022-06-03,0.15,3,308,1,Exempt: This listing is a unit used for furnished institutional or business stays
616846869203215900,Perfect location and Prices!,244600805,Bay Village,,South End,42.34733,-71.06931,Entire home/apt,824,3,12,2022-11-06,2.09,21,0,12,STR-415226
616886094726263774,"A++ Location and Cleanliness, Sleeps 3 1-41",205269848,Temple Place,,Bay Village,42.34899,-71.06857,Entire home/apt,824,2,19,2022-11-01,3.52,20,0,19,STR-415226
617045331988491234,"Clean Studio, Ready For Long & Short Stays",205269848,Temple Place,,Downtown,42.35452,-71.06336,Private room,824,2,19,2022-11-01,2.95,20,0,19,STR-439290
617690889504683980,"Downtown Studio Apt, Lots of Natural Light",2356643,MyBostonTrip,,Downtown,42.35058,-71.0643,Entire home/apt,64,2,21,2022-11-20,2.81,57,300,21,STR-423036
617924825724516696,"Corporate Style Studio near MGH, State House, Boston Common",2356643,MyBostonTrip,,Beacon Hill,42.3577,-71.06378,Entire home/apt,65,2,24,2022-12-19,3.60,57,305,24,STR-428031
617924872108038105,Simple furnished Studio in the Heart of Boston,2356643,MyBostonTrip,,Beacon Hill,42.35875,-71.06366,Entire home/apt,60,2,22,2022-11-28,3.30,57,347,22,STR-428031
617958592999391487,Private Room - Bright Spacious Room in Newly Renovated Apt,2356643,MyBostonTrip,,Roxbury,42.32833,-71.0894,Private room,32,2,8,2022-10-29,1.23,57,320,8,STR-460218
618421869519191726,Newly Furnished Private Bedroom in Shared Apt,2356643,MyBostonTrip,,Roxbury,42.32633,-71.09019,Private room,32,25,6,2022-12-16,1.13,57,351,6,STR-460218
618445845546934829,Private Room w/ twin Alcove near Charles River,2356643,MyBostonTrip,,Brighton,42.36108,-71.14471,Private room,38,2,9,2022-12-17,1.18,57,326,9,STR-461419
618452753663045338,South End Minimalist Private Room near bus and T stops!,2356643,MyBostonTrip,,Roxbury,42.33331,-71.07663,Private room,36,2,10,2022-12-17,1.53,57,337,10,STR-488469
618865640626885363,Cosy Room 1 lovely 1bedroom shared apartment,85742085,Chris,,Dorchester,42.28736,-71.07928,Private room,80,1,14,2022-11-06,1.88,4,365,14,STR-167969
618880506823482988,Vibrant Room 2 1bedroom apt strategically located,85742085,Chris,,Dorchester,42.28644,-71.07842,Shared room,90,1,17,2022-12-03,2.37,4,361,17,STR-167969
618887730772399564,Crescent  Room 3 1bedroom shared apt,85742085,Chris,,Dorchester,42.28877,-71.07622,Private room,90,1,20,2022-10-29,2.79,4,331,20,STR-167969
619253446291935967,"Theatre District 1BR w/ Gym & W/D, nr Boylston T",107434423,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,179,32,0,,,328,281,0,
619397375584238544,Room with attached bathroom and walk-in closet,393834468,Karan,,Dorchester,42.29966,-71.08317,Private room,83,7,0,,,2,275,0,STR-479746
619452432107274976,Paris style bedroom in a quiet Boston area,357698265,Natalie,,Brighton,42.34344,-71.15595,Private room,95,3,13,2022-11-01,2.18,8,48,13,STR-413441
619985772757216077,"Dorchester 1BR w/ Gym & Pool, nr UMass",107434423,Blueground,,Dorchester,42.3166575,-71.04053739999999,Entire home/apt,160,32,0,,,328,345,0,
620531678272781158,Cozy 2-bedroom apartment in downtown Boston,380623623,Sofia,,Beacon Hill,42.360752,-71.065987,Entire home/apt,58,29,1,2022-11-19,0.91,8,123,1,
620556935741785812,Lovely studio in downtown boston,373675137,Liya,,West End,42.36153,-71.06487,Entire home/apt,95,29,1,2022-08-31,0.27,47,153,1,
620559519758727382,Lovely 2 bed 2 bath beacon hill downtown boston,373675137,Liya,,West End,42.36182,-71.0654,Entire home/apt,69,29,0,,,47,137,0,
620726386166322193,Stunning S. End Studio,107434423,Blueground,,Roxbury,42.338838,-71.081767,Entire home/apt,180,32,0,,,328,251,0,
620830858423641152,Authentic Brownstone Boston Studio!,409684302,Justin And Mandy,,South End,42.34224,-71.07861,Entire home/apt,433,14,0,,,33,283,0,Exempt: This listing is a hotel or motel
620845455818869883,"Beautiful, fully equipped, luxury condo!",423270067,Harry And Susie,,Back Bay,42.34359,-71.08119,Entire home/apt,417,1,0,,,31,327,0,Exempt: This listing is a unit used for furnished institutional or business stays
620873135155545376,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,,Back Bay,42.3447,-71.08348,Entire home/apt,381,1,0,,,31,333,0,Exempt: This listing is a unit used for furnished institutional or business stays
620874447347342376,Spacious Back Bay Condo with Great Amenities!,423270067,Harry And Susie,,Back Bay,42.34336,-71.08173,Entire home/apt,287,1,22,2022-12-03,2.95,31,345,22,Exempt: This listing is a unit used for furnished institutional or business stays
620875895680909013,Stylish Flex-cation Space in Back Bay!,423270067,Harry And Susie,,Back Bay,42.34424,-71.08117,Entire home/apt,433,1,0,,,31,294,0,Exempt: This listing is a unit used for furnished institutional or business stays
622452467028763304,Welcoming 1 Bed,458093264,Shubhi,,Mission Hill,42.33105,-71.09765,Private room,135,1,10,2022-10-06,1.54,1,10,10,Exempt: This listing is a unit used for furnished institutional or business stays
622636671975347436,Fenway! MFA! Longwood Med! NEU! BU!,799496,Kj,,Fenway,42.34337,-71.10197,Entire home/apt,139,28,0,,,3,293,0,Exempt: This listing is a unit used for furnished institutional or business stays
622763086040267783,Lovely 2-bedroom 2-bath condo with 1 free parking,54140849,Oliver,,East Boston,42.36892,-71.03492,Entire home/apt,140,29,0,,,1,83,0,
623160987006725660,2 Bed with Work From Anywhere Office & Fast Wifi!,423270067,Harry And Susie,,Back Bay,42.34368,-71.08195,Entire home/apt,500,1,0,,,31,349,0,Exempt: This listing is a unit used for furnished institutional or business stays
623174295658849560,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,,South End,42.34135,-71.07877,Entire home/apt,285,14,0,,,33,329,0,STR-457097
623619726219332946,Luxury S. End 1BR w. W/D & Gym,107434423,Blueground,,South End,42.33856,-71.06907,Entire home/apt,181,32,0,,,328,335,0,
623688785554973621,"Nice, large bedroom in the heart of Boston.",437204027,Raja,,Dorchester,42.29677,-71.08227,Private room,42,91,0,,,6,345,0,
623760281755060724,Jamaica Plain - 4 BR Home - Great Yard & Hot Tub!,410094554,Kenneth,,Jamaica Plain,42.29046,-71.1125,Entire home/apt,252,2,2,2022-08-17,0.45,1,0,2,STR-483793
623964187469686743,Modern renovated condo in charlestown,170590811,Jaime,,Charlestown,42.384,-71.07839,Private room,101,1,0,,,1,360,0,STR-482960
624541300397031900,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,,South End,42.34276,-71.07856,Entire home/apt,132,1,16,2022-11-04,2.22,33,334,16,STR-457097
625824021434996394,Gorgeous Back Bay 1BR w/ W/D & Gym,107434423,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,134,32,0,,,328,365,0,
626347741535457922,"***""The Snugness Retreat Villa""***",458995682,Kimberly,,Hyde Park,42.253601,-71.119186,Entire home/apt,148,1,7,2022-10-22,1.91,1,320,7,STR-489965
627539437482072106,House for perfect relaxing summer vacation,38393679,Michael,,West Roxbury,42.29890823364258,-71.14269256591797,Entire home/apt,550,1,0,,,1,0,0,STR-480201
627562151397485626,"1HB Renovated North End, TDGarden apartment",3637081,Sarah,,North End,42.36746,-71.05418,Entire home/apt,133,2,52,2022-12-06,7.84,13,149,52,Exempt: This listing is a unit used for furnished institutional or business stays
627992010565840410,Lovely Two Bedroom Condo in South Boston,257439917,Waze,,South Boston,42.33391,-71.05338,Entire home/apt,106,2,15,2022-12-20,2.16,1,265,15,STR-468136
627996566570185451,"Somerville Studio w/ Gym & W/D, nr Green Line",107434423,Blueground,,Downtown,42.36595,-71.06347,Entire home/apt,183,32,0,,,328,261,0,
628133487809262501,Sunlit Corner Room in Shared Apt Near Everything,2356643,MyBostonTrip,,Brighton,42.36149,-71.14515,Private room,35,2,6,2022-11-05,0.90,57,330,6,STR-461419
628193156323727514,"Your Private Dorchester Getaway, Single Family",43613912,Drew,,Dorchester,42.28205,-71.05837,Entire home/apt,311,3,8,2022-10-09,1.17,4,0,8,STR-463586
628297796477850443,Brighton/Brookline/Allston suite + Free Parking,459432105,Irina,,Brighton,42.346661,-71.139252,Entire home/apt,139,4,40,2022-09-30,5.56,1,159,40,STR-479831
628488653049133231,FREE WI-FI 4bed bilevel with train station 1 min,220434755,Daniel,,East Boston,42.38925,-71.00296,Entire home/apt,175,2,18,2022-11-27,3.62,6,342,18,Exempt: This listing is a unit used for furnished institutional or business stays
629578258027487108,1 bedroom in owner-occupied condo.,257628897,Vanessa,,Hyde Park,42.27189,-71.11775,Private room,50,29,1,2022-08-31,0.27,1,354,1,
630246537702714331,Boston studio close to JFK Station,40995423,Bonnie,,Dorchester,42.32107,-71.05923,Entire home/apt,75,31,1,2022-10-26,0.53,2,363,1,
630270496932782519,Boston New One bedroom close to JFK station,40995423,Bonnie,,Dorchester,42.31967,-71.05772,Entire home/apt,85,31,0,,,2,311,0,
630286293872807079,Studio in Boston close to T and shopping,151248865,Yao,,Dorchester,42.32087,-71.05931,Entire home/apt,89,31,1,2022-07-31,0.21,3,364,1,
630974431440794329,"Boston new one bedroom, close to T and beach",151248865,Yao,,Dorchester,42.31968,-71.0574,Entire home/apt,149,31,1,2022-07-31,0.21,3,364,1,
630997334269195548,Awesome Apt in the Heart of Back Bay!,423270067,Harry And Susie,,Back Bay,42.34545,-71.08348,Entire home/apt,554,1,0,,,31,340,0,Exempt: This listing is a unit used for furnished institutional or business stays
631000352683237222,Heart of Back Bay! Close to Prudential Center and The T!,423270067,Harry And Susie,,Back Bay,42.34359,-71.08336,Entire home/apt,244,1,12,2022-12-16,1.76,31,338,12,Exempt: This listing is a unit used for furnished institutional or business stays
631002869915516131,"Bright Condo, Plenty of Room, Sleeps Upto 8",423270067,Harry And Susie,,Back Bay,42.3448,-71.0834,Entire home/apt,590,1,2,2022-07-27,0.35,31,334,2,Exempt: This listing is a unit used for furnished institutional or business stays
631118154967104383,Large Sunny Room #2 in Brighton,108560094,Lixia,,Brighton,42.35587,-71.15837,Private room,49,1,27,2022-12-15,3.88,3,65,27,STR-455785
632682403112950941,"Two bedroom in Boston, close to JFK station",151248865,Yao,,Dorchester,42.32136,-71.05753,Entire home/apt,150,31,0,,,3,364,0,
633058908634454665,"Downtown 1BR w/ Gym, W/D & Concierge nr S. Station",107434423,Blueground,,Downtown,42.35376,-71.05305,Entire home/apt,228,32,0,,,328,125,0,
633240905689427322,"Gorgeous 3-story, 3-bedroom home",5681297,Matt,,Roslindale,42.28162,-71.12219,Entire home/apt,298,3,10,2022-10-25,1.46,4,90,10,STR-464402
633275399907669824,Private room in a cheerful home with dogs,5681297,Matt,,Roslindale,42.28223,-71.12189,Private room,72,2,20,2022-11-19,3.17,4,33,20,STR-464402
633889528816089164,Stylish living in the heart of Backbay new in Abnb,35974790,Murat,,Back Bay,42.35063934326172,-71.08123779296875,Entire home/apt,300,29,2,2022-08-28,0.39,1,258,2,
634046951984427934,"Ellie 6- Back Bay, First floor, Location!",331225367,Stone,,Back Bay,42.34297,-71.08389,Entire home/apt,110,1,27,2022-11-15,4.13,61,220,27,Exempt: This listing is a unit that has contracts with hospitals
634543701606720546,Longwood 2BR nr Green & Orange T lines,107434423,Blueground,,Mission Hill,42.33084,-71.10329,Entire home/apt,185,32,1,2022-11-20,0.94,328,202,1,
634844128587231983,Cozy up in 5BR Apt near charming Oak Square,2356643,MyBostonTrip,,Brighton,42.35187,-71.1613,Entire home/apt,175,2,6,2022-12-12,2.22,57,338,6,STR-484106
634844184454556559,Clean & Comfy Private Room in walkable Brighton area,2356643,MyBostonTrip,,Brighton,42.35337,-71.16161,Private room,32,2,11,2022-11-28,1.75,57,343,11,STR-484106
634844247572435230,Serene Private Room w/ Shared Bath near Oak Square,2356643,MyBostonTrip,,Brighton,42.35357,-71.16146,Private room,32,2,3,2022-09-27,0.69,57,343,3,STR-484106
634865431273183644,"Cozy, adorable 1 bedroom private apartment M365-2",32532791,Marie,,South End,42.344532,-71.079376,Entire home/apt,275,3,12,2022-09-20,1.99,6,201,12,STR-468730
634887497676129670,(W5) Cozy & Stylish South End Studio,331225367,Stone,,South End,42.33849,-71.07591,Entire home/apt,148,1,16,2022-11-20,2.67,61,89,16,Exempt: This listing is a unit that has contracts with hospitals
634899884370785847,(W12) Fresh and New South End Studio,331225367,Stone,,South End,42.33974,-71.07769,Entire home/apt,115,1,21,2022-12-03,3.15,61,77,21,Exempt: This listing is a unit that has contracts with hospitals
634944756480605794,(C-42) 1BR Near It All!,331225367,Stone,,Fenway,42.34743,-71.09092,Entire home/apt,114,1,22,2022-11-12,3.86,61,86,22,Exempt: This listing is a unit that has contracts with hospitals
635172848375976586,"Savin Hill 1BR, nr Red Line",107434423,Blueground,,Dorchester,42.3180731,-71.0534359,Entire home/apt,146,32,0,,,328,335,0,
635371296268528151,Charming Theater District 1Br | Walk Anywhere!,275849638,Steven,,Downtown,42.35137,-71.06513,Entire home/apt,129,1,35,2022-11-27,5.41,40,312,35,STR-481123
635673101620253450,"South End,2 bed, in unit lau,cen air, Northeastern",266312920,STARS Of,,Roxbury,42.33729,-71.08545,Entire home/apt,177,30,0,,,23,213,0,
635678610308167658,Private floor with home office in a house w/ dogs,5681297,Matt,,Roslindale,42.28377,-71.12212,Private room,80,2,16,2022-12-05,2.41,4,34,16,STR-464402
636109865830955355,"Ellie 7- Trundle 2Twins, BACK BAY! Location!!!",331225367,Stone,,Back Bay,42.34399,-71.08175,Entire home/apt,119,1,38,2022-11-08,5.51,61,125,38,Exempt: This listing is a unit that has contracts with hospitals
636261037066462204,"Lovely 2Bed, 2Bath in Boston, In-unit Laundry",266312920,STARS Of,,Roxbury,42.33732,-71.0855,Entire home/apt,250,30,0,,,23,153,0,
636288932942854774,"New renovation ,elevator, in unit laun, South End",31340713,Kama,,Roxbury,42.33559,-71.0837,Entire home/apt,175,29,0,,,21,153,0,
636956604504794535,Beautiful Guest house At Logan Airport #2,412148028,Jolene,,East Boston,42.36526,-71.03178,Private room,110,3,4,2022-10-29,0.75,3,360,4,Exempt: This listing is a unit used for furnished institutional or business stays
638235027182813304,Cute and Cozy Studio!,409684302,Justin And Mandy,,South End,42.34132,-71.07847,Entire home/apt,299,14,0,,,33,277,0,Exempt: This listing is a hotel or motel
638303981895827346,Spacious Studio With Fast Wifi!,409684302,Justin And Mandy,,South End,42.34228,-71.07853,Entire home/apt,179,1,7,2022-11-25,1.03,33,267,7,Exempt: This listing is a hotel or motel
638355576393362915,Jeffrey Point E. Boston One Bed Room 420 friendly,287965006,Steven,,East Boston,42.367977,-71.034431,Entire home/apt,155,1,29,2022-11-14,4.83,2,47,29,STR-438859
638473569363708335,Lovely 1 bedroom apartment in Beacon Hill Boston,380623623,Sofia,,Beacon Hill,42.35849,-71.06928,Entire home/apt,58,29,0,,,8,63,0,
638491618000627769,Two bedroom apartment in the heart of boston,380623623,Sofia,,Beacon Hill,42.35986,-71.07091,Entire home/apt,90,29,0,,,8,127,0,
638908178647698696,"Beacon Hill House, Walk to MGH/MIT/Freedom Trail",95634275,Sophia,,West End,42.36128,-71.06439,Entire home/apt,131,2,5,2022-10-14,0.81,8,12,5,STR-480630
